X,Y,facname,facdomain,borocd
-73.987919,40.637267,Tiferes Bnos 44th St,"Education, Child Welfare, and Youth",312
-73.966244,40.626716,Yeshivah Of Flatbush,"Education, Child Welfare, and Youth",312
-73.970276,40.609563,Col. David Marcus Mem Plygrnd,"Parks, Gardens, and Historical Sites",312
-73.983587,40.641095,Church Avenue Ext,Core Infrastructure and Transportation,312
-73.984196,40.635084,Yeshiva Serdahel,"Education, Child Welfare, and Youth",312
-73.98052,40.631409,Church of the Holy Spirit,Health and Human Services,312
-73.992524,40.628618,Darkei Chaim,"Education, Child Welfare, and Youth",312
-73.965393,40.624045,Masbia of Boro Park,Health and Human Services,312
-73.991014,40.634084,Talmud Torah Ohel Yochanan HS,"Education, Child Welfare, and Youth",312
-73.980097,40.626373,Gan Tashbar,"Education, Child Welfare, and Youth",312
-73.970503,40.627803,Camp F.R.E.E. - Gan Israel,"Education, Child Welfare, and Youth",312
-73.985181,40.632032,Together We Are,"Education, Child Welfare, and Youth",312
-73.978769,40.622884,P.S. 121 Nelson A. Rockefeller,"Education, Child Welfare, and Youth",312
-73.993875,40.637177,Cong Darkei Avos Sanz Of Bp,"Education, Child Welfare, and Youth",312
-73.979761,40.636932,Yeshiva Derech Chaim,"Education, Child Welfare, and Youth",312
-73.980146,40.635821,Yeshiva Machzikei Hadas 3,"Education, Child Welfare, and Youth",312
-74.005832,40.634878,"Golden Sunrise Daycare, LLC","Education, Child Welfare, and Youth",312
-73.978036,40.615802,Bishop Kearney High School,"Education, Child Welfare, and Youth",312
-73.984147,40.639638,Harmony Services  Inc.,Health and Human Services,312
-74.004799,40.633943,Wise Kidz,"Education, Child Welfare, and Youth",312
-73.986903,40.640562,Thirteenth Avenue Market,Core Infrastructure and Transportation,312
-73.989411,40.62757,Yeshiva Of Serdahel,"Education, Child Welfare, and Youth",312
-73.988623,40.635889,Beth Jacob Day Care Center,"Education, Child Welfare, and Youth",312
-73.972029,40.635956,Mevakshai Torah,"Education, Child Welfare, and Youth",312
-73.98195,40.637566,Gan Yisroel,Health and Human Services,312
-73.984277,40.634208,Z Y C R Chessed,"Education, Child Welfare, and Youth",312
-73.988262,40.625967,Yeshiva Tiferes Elimelech,"Education, Child Welfare, and Youth",312
-73.977012,40.621973,Barkai Yeshiva,"Education, Child Welfare, and Youth",312
-73.972938,40.61043,Bnai Raphael Chesed Organization,Health and Human Services,312
-73.98077,40.635189,Institute For Career Advancement,"Education, Child Welfare, and Youth",312
-73.988262,40.625967,Yeshiva Tifereth Elimelech,"Education, Child Welfare, and Youth",312
-73.985489,40.634975,Bais Shifra,"Education, Child Welfare, and Youth",312
-73.982725,40.6296,Yeshiva Chsan Sofer,"Education, Child Welfare, and Youth",312
-73.986517,40.637776,Talmud Torah Dchasidei Gur,"Education, Child Welfare, and Youth",312
-73.99284,40.627055,Yeshiva Imrei Yosef Spinka,"Education, Child Welfare, and Youth",312
-73.9801,40.637558,Women's League Com. Residences,Health and Human Services,312
-73.976296,40.64551,"Brooklyn Housing & Family Services, Inc.","Education, Child Welfare, and Youth",312
-73.978587,40.64609,"Protect Dismantling, Inc.",Core Infrastructure and Transportation,312
-73.99896,40.642528,Tomer Devora,"Education, Child Welfare, and Youth",312
-73.993147,40.640608,P.S. 131 Brooklyn,"Education, Child Welfare, and Youth",312
-73.998622,40.638475,P721k At Boro Park Center,"Education, Child Welfare, and Youth",312
-73.984051,40.624858,Yeshiva Karlin Stolin,"Education, Child Welfare, and Youth",312
-74.005422,40.638762,Athena Scholars Inc.,"Education, Child Welfare, and Youth",312
-73.982641,40.626986,Yeshiva Yagdil Torah,"Education, Child Welfare, and Youth",312
-73.98197,40.632842,"Kinderland Da Care, Inc.","Education, Child Welfare, and Youth",312
-73.964188,40.619517,"Council of Jewish Orgainzations of Flatbush, Inc.","Education, Child Welfare, and Youth",312
-73.99284,40.627055,Yeshiva Imrei Yosef Spinka,"Education, Child Welfare, and Youth",312
-73.986119,40.641803,Yeled V'Yalda 1263 38th St,"Education, Child Welfare, and Youth",312
-73.984027,40.638955,Cong. Bais Yaakov Of Bensonhurst,"Education, Child Welfare, and Youth",312
-73.994232,40.633389,Talmud Torah Tiferes Bunim D'Munckacs,"Education, Child Welfare, and Youth",312
-74.005824,40.638465,Light And Love Home,"Education, Child Welfare, and Youth",312
-73.977752,40.630185,Tti Careers LLC,"Education, Child Welfare, and Youth",312
-73.979843,40.62898,PS 36 At PS 192,"Education, Child Welfare, and Youth",312
-73.996264,40.640495,Kesser Malka,"Education, Child Welfare, and Youth",312
-73.991681,40.644191,Brooklyn Towing Inc,Core Infrastructure and Transportation,312
-73.974774,40.620826,Erasmus Hall H.S Athletic Faci,"Parks, Gardens, and Historical Sites",312
-73.983987,40.626257,Syrit Computer School Systems,"Education, Child Welfare, and Youth",312
-73.992461,40.635094,M'Kor Boruch,"Education, Child Welfare, and Youth",312
-73.984581,40.638415,Bnos Yakov Of Boro Park,"Education, Child Welfare, and Youth",312
-74.00374,40.632936,P.S. 105 Blythebourne School,"Education, Child Welfare, and Youth",312
-73.981846,40.619975,Syrit Computer School Systems,"Education, Child Welfare, and Youth",312
-73.963703,40.616964,"Council of Jewish Organization of Flatbush, Inc.","Education, Child Welfare, and Youth",312
-73.998583,40.635693,Our Place In New York,Health and Human Services,312
-73.97927,40.639418,"Yeled V'Yalda ECC, Inc.","Education, Child Welfare, and Youth",312
-73.973736,40.614616,Starting Point Services For Children,"Education, Child Welfare, and Youth",312
-73.983408,40.630025,Mother Love,"Education, Child Welfare, and Youth",312
-73.998544,40.64607,"Chinese-American Planning Council, Inc/Brooklyn Branch","Education, Child Welfare, and Youth",312
-73.968659,40.610208,Col David Marcus Mem. Plgd,"Parks, Gardens, and Historical Sites",312
-73.996153,40.626731,"Settineri, Alfred",Core Infrastructure and Transportation,312
-73.989025,40.62418,Yeshiva Yesode Hatorah Nachlas Yakov,"Education, Child Welfare, and Youth",312
-74.001135,40.635641,Talmud Torah D'Rabinu Yoel,"Education, Child Welfare, and Youth",312
-73.981995,40.64025,"Landy Michaels Realty, Corp.",Core Infrastructure and Transportation,312
-73.97263,40.641357,Palm Gardens Dialysis Center LLC,Health and Human Services,312
-73.982837,40.619738,"Little Brilliant Minds, Inc.","Education, Child Welfare, and Youth",312
-73.991658,40.628962,Premium Health Peds Center,Health and Human Services,312
-73.998432,40.629349,Relief Resources Inc.,Health and Human Services,312
-73.988021,40.638291,Cong Machna Shalva  I,"Education, Child Welfare, and Youth",312
-73.982368,40.621239,Franklin Delano Roosevelt High School,"Education, Child Welfare, and Youth",312
