X,Y,facname,facdomain,borocd
-73.983464,40.682921,The Spanish Speaking Elderly Council-Raices Inc.,Health and Human Services,306
-74.001965,40.680094,PS 142 & Playground,"Parks, Gardens, and Historical Sites",306
-73.98385,40.668964,Park Slpe Day Camp 2,"Education, Child Welfare, and Youth",306
-73.996466,40.6741,9th Street Bridge,Core Infrastructure and Transportation,306
-74.012129,40.679206,"Art Radio International, Inc.",Libraries and Cultural Programs,306
-73.984372,40.668541,Community House,Health and Human Services,306
-74.004344,40.677016,Classic Collision Inc,Core Infrastructure and Transportation,306
-74.002527,40.684358,Pre-K Center At Union Street - Brook,"Education, Child Welfare, and Youth",306
-74.002897,40.685263,South Brooklyn Children's Garden,"Parks, Gardens, and Historical Sites",306
-73.997379,40.670331,Kelly Park,"Education, Child Welfare, and Youth",306
-73.98352,40.673956,Strong Place For Hope Day Care,"Education, Child Welfare, and Youth",306
-74.004017,40.684919,Communications Garage,Administration of Government,306
-73.97177,40.675723,Leif Ericson Park And Square,"Parks, Gardens, and Historical Sites",306
-73.984748,40.671422,"826NYC, Inc.",Libraries and Cultural Programs,306
-74.005482,40.681818,Hamilton Avenue Bridge,Core Infrastructure and Transportation,306
-74.011447,40.672967,Third Avenue Transit,Core Infrastructure and Transportation,306
-74.001965,40.680094,PS 142 & Playground,"Parks, Gardens, and Historical Sites",306
-73.989139,40.678212,Carroll Street Bridge,Core Infrastructure and Transportation,306
-74.002832,40.676575,715 Henry St.  Sro,Health and Human Services,306
-74.004644,40.682002,J & C Tow Services Inc.,Core Infrastructure and Transportation,306
-74.008944,40.673147,Basis Independent Brooklyn,"Education, Child Welfare, and Youth",306
-74.011652,40.676941,P.S. 015 Patrick F. Daly,"Education, Child Welfare, and Youth",306
-74.00419,40.681387,Pirates Cove Garden,"Parks, Gardens, and Historical Sites",306
-73.997801,40.688494,"Cobble Hill Health Center, Inc",Health and Human Services,306
-74.014716,40.682089,Brooklyn Port Auth Marine Term Pier No 12,Core Infrastructure and Transportation,306
-73.981455,40.664821,Lad 122,"Public Safety, Emergency Services, and Administration of Justice",306
-74.00263,40.682249,Park,"Parks, Gardens, and Historical Sites",306
-73.977799,40.676633,P.S. 282 Park Slope,"Education, Child Welfare, and Youth",306
-73.984618,40.672209,M S 51- Alexander,Health and Human Services,306
-73.984553,40.673426,P.S. 19 Roberto Clemente School,"Education, Child Welfare, and Youth",306
-73.994167,40.672977,PAL Miccio Center,"Education, Child Welfare, and Youth",306
-73.974207,40.679101,Eladia's Kids Parents LLC,"Education, Child Welfare, and Youth",306
-73.981923,40.66478,Slope Car Park Inc.,Core Infrastructure and Transportation,306
-73.990887,40.684874,P.S. 373 - Brooklyn Transition Center,"Education, Child Welfare, and Youth",306
-74.000043,40.683088,Long Island Col Hosp Sch Nursing,"Education, Child Welfare, and Youth",306
-74.001941,40.679541,"The Brooklyn New School, P.S. 146","Education, Child Welfare, and Youth",306
-73.978353,40.671676,P.S. 321 William Penn,"Education, Child Welfare, and Youth",306
-73.996896,40.672232,Vincent P. Dole Clinic OTP,Health and Human Services,306
-73.977745,40.676557,P.S. 282 Park Slope,"Education, Child Welfare, and Youth",306
-73.98057,40.66497,"Cody Car Park, Inc.",Core Infrastructure and Transportation,306
-73.990821,40.668438,"Imperial Parking (U.S.), LLC",Core Infrastructure and Transportation,306
-73.982209,40.675918,City Owned Property,Administration of Government,306
-73.973909,40.66856,Chai Tots Preschool,"Education, Child Welfare, and Youth",306
-74.011275,40.679603,Yeshiva Kehilath Yakov,"Education, Child Welfare, and Youth",306
-73.987502,40.679387,"Gowanus Canal Conservancy, Inc.",Libraries and Cultural Programs,306
-73.987202,40.681863,Gowanus Pumping Station,Core Infrastructure and Transportation,306
-74.001676,40.675091,Red Hook Initiative,"Education, Child Welfare, and Youth",306
-74.006842,40.674193,Bumble Bee R Us - Lorraine Street,"Education, Child Welfare, and Youth",306
-73.973427,40.678002,Brooklyn Center For PSychotherapy Inc.,Health and Human Services,306
-73.995593,40.679624,The Park Slope Day Camp,"Education, Child Welfare, and Youth",306
-74.001115,40.673843,NYCT Facility,Core Infrastructure and Transportation,306
-73.997774,40.688433,"Your Choice at Home, Inc.",Health and Human Services,306
-73.996014,40.688212,Cobble Hill Park,"Parks, Gardens, and Historical Sites",306
-73.980774,40.665456,"Misnomer, Inc.",Libraries and Cultural Programs,306
-73.97138,40.672727,Cathedral School Day Camp,"Education, Child Welfare, and Youth",306
-73.979892,40.67311,Lrei,"Education, Child Welfare, and Youth",306
