X,Y,facname,facdomain,borocd
-73.906445,40.823011,Mckinley,"Parks, Gardens, and Historical Sites",203
-73.906127,40.82859,Salvation Baptist Church,Health and Human Services,203
-73.901296,40.837694,NYCHA-Claremont/Franklin,"Education, Child Welfare, and Youth",203
-73.903853,40.82726,Morris Academy For Collaborative Studies,"Education, Child Welfare, and Youth",203
-73.907393,40.831386,Christ Jesus Baptist Church,Health and Human Services,203
-73.90934,40.831466,Inspirational Gospel Assembly,Health and Human Services,203
-73.903853,40.82726,Morris High School,Health and Human Services,203
-73.906254,40.828489,Rocks And Roots Park,"Parks, Gardens, and Historical Sites",203
-73.915378,40.825128,Playground,"Parks, Gardens, and Historical Sites",203
-73.908142,40.826783,Sharon Baptist - Center I,"Education, Child Welfare, and Youth",203
-73.90253,40.839813,Section Station 31/42-3/52-3,Administration of Government,203
-73.904085,40.832647,Morrisania Baptist Church,Health and Human Services,203
-73.902564,40.823638,NYCHA-Forest Houses,"Education, Child Welfare, and Youth",203
-73.896742,40.833056,Comm Bd 3,Administration of Government,203
-73.9057,40.827487,"Manna of Life Ministries, Inc.",Health and Human Services,203
-73.907014,40.832053,PS 132 & Playground (Jop),"Parks, Gardens, and Historical Sites",203
-73.889934,40.833734,Bronx Family Center,"Education, Child Welfare, and Youth",203
-73.893563,40.83186,Little Scholars Early Development Center,"Education, Child Welfare, and Youth",203
-73.904552,40.829637,Genesis Park Community Garden,"Parks, Gardens, and Historical Sites",203
-73.905014,40.836404,C.E.S. 55 Benjamin Franklin Sc,"Education, Child Welfare, and Youth",203
-73.913389,40.822757,The Salvation Army Bronx Citadel Day Care Center,"Education, Child Welfare, and Youth",203
-73.88944,40.834172,Children's Aide Society,"Education, Child Welfare, and Youth",203
-73.90418,40.8406,I.S. 313 School Of Leadership Development,"Education, Child Welfare, and Youth",203
-73.906744,40.822313,Ms 301 Paul L Dunbar,Health and Human Services,203
-73.90612,40.8287,Rocks & Roots Park,"Parks, Gardens, and Historical Sites",203
-73.9016,40.820706,South Bronx Health Center,Health and Human Services,203
-73.903219,40.831406,BronxCare Inpatient PSychiatric Unit,Health and Human Services,203
-73.908975,40.82927,F.H. Parking Lot Inc.,Core Infrastructure and Transportation,203
-73.898383,40.828291,Dr James Berry Foundation,"Education, Child Welfare, and Youth",203
-73.886974,40.838141,Brightside Academy - Southern 2,"Education, Child Welfare, and Youth",203
-73.903164,40.823296,Southeast Bronx Center,"Education, Child Welfare, and Youth",203
-73.90253,40.839813,Section Station 31/42-3/52-3,Administration of Government,203
-73.895318,40.829609,Caldwell Temple AME ZION Church,Health and Human Services,203
-73.892524,40.836379,P.S. 061 Francisco Oller,"Education, Child Welfare, and Youth",203
-73.905014,40.836404,C.E.S. 55 Benjamin Franklin Sc,"Education, Child Welfare, and Youth",203
-73.88694,40.838155,"NYC Early Learning Company, Inc.","Education, Child Welfare, and Youth",203
-73.903847,40.823653,Forest,Health and Human Services,203
-73.906094,40.831481,City Owned Property,Administration of Government,203
-73.898478,40.841185,Leadership Institute,Health and Human Services,203
-73.901979,40.840793,Ems Station 18 Parking,Administration of Government,203
-73.902705,40.830995,C.E.S. 2 Morrisania School,"Education, Child Welfare, and Youth",203
-73.905134,40.827736,Accessory Area For Shelter,Health and Human Services,203
