X,Y,facname,facdomain,borocd
-73.783052,40.664907,"Grandpa`S Bus Co., Inc.",Core Infrastructure and Transportation,413
-73.734037,40.719834,Ace-Embury United,"Education, Child Welfare, and Youth",413
-73.736693,40.738254,Alley Pond Park,Administration of Government,413
-73.736316,40.716201,Bmc Summer Day Camp,"Education, Child Welfare, and Youth",413
-73.73266,40.665936,City Owned Property,Administration of Government,413
-73.738197,40.65114,Jfk Airport,Administration of Government,413
-73.739639,40.69478,Cambria Heights,Libraries and Cultural Programs,413
-73.750416,40.715311,City Owned Property,Administration of Government,413
-73.748227,40.649049,Idlewild Park,"Parks, Gardens, and Historical Sites",413
-73.751027,40.681933,City Owned Property,Administration of Government,413
-73.757636,40.72086,Legacy Harlem Inc,"Education, Child Welfare, and Youth",413
-73.751127,40.669593,Laurelton Academy,"Education, Child Welfare, and Youth",413
-73.733026,40.663287,Christ Lutheran School,"Education, Child Welfare, and Youth",413
-73.783052,40.664907,"Little Linda Bus Co.,Inc.",Core Infrastructure and Transportation,413
-73.751734,40.716235,Our Mother/Infant Program II,"Education, Child Welfare, and Youth",413
-73.725705,40.745687,Queens Intensive Day Treatment,Health and Human Services,413
-73.739386,40.704543,Well Station #47,Core Infrastructure and Transportation,413
-73.731077,40.692488,Word Christian Academy,"Education, Child Welfare, and Youth",413
-73.722215,40.739174,NYC Parks-Castlewood Mini Pool,"Education, Child Welfare, and Youth",413
-73.739008,40.710853,Wayanda Park,"Parks, Gardens, and Historical Sites",413
-73.736073,40.670544,Laurelton Playground,"Parks, Gardens, and Historical Sites",413
-73.728123,40.745546,P.S. / I.S. 266,"Education, Child Welfare, and Youth",413
-73.746273,40.708811,Hollis Avenue Congregational Church,Health and Human Services,413
-73.755678,40.673942,Agape Church Of God,"Education, Child Welfare, and Youth",413
-73.76965,40.657869,Saratoga Early Childhood Education Center,"Education, Child Welfare, and Youth",413
-73.708684,40.734281,PS 191 & Playground,"Parks, Gardens, and Historical Sites",413
-73.728123,40.745546,PS/IS 266q,"Parks, Gardens, and Historical Sites",413
-73.748829,40.679092,Light House Baptist Church,"Education, Child Welfare, and Youth",413
-73.743926,40.672936,Linden Sda Day Care Center,"Education, Child Welfare, and Youth",413
-73.743625,40.645298,Hook Creek Wildlife Sanctuary,"Parks, Gardens, and Historical Sites",413
-73.783052,40.664907,Bobby`S Bus Co. Inc.,Core Infrastructure and Transportation,413
-73.731696,40.732279,Detective William T. Gunn Playground,"Parks, Gardens, and Historical Sites",413
-73.739231,40.733769,Business Technology Early College High School,"Education, Child Welfare, and Youth",413
-73.768007,40.666144,"Birch Family Services, Inc.","Education, Child Welfare, and Youth",413
-73.745518,40.716268,"Learning To Care Training, Inc.","Education, Child Welfare, and Youth",413
-73.767179,40.66143,PS 52 & Playground,"Parks, Gardens, and Historical Sites",413
-73.735998,40.669312,St. Clare Catholic Academy,"Education, Child Welfare, and Youth",413
-73.725705,40.745687,NYC Children's Center Queens C&Y ICM,Health and Human Services,413
-73.717726,40.732194,Bellerose Playground,"Parks, Gardens, and Historical Sites",413
-73.739452,40.69514,No Doubt Day Camp,"Education, Child Welfare, and Youth",413
-73.746192,40.715549,Camp Victory,"Education, Child Welfare, and Youth",413
-73.727884,40.663174,City Owned Property,Administration of Government,413
-73.742558,40.713892,Well Station #29,Core Infrastructure and Transportation,413
-73.739927,40.698681,P.S. / M.S. 147 Ronald Mcnair,"Education, Child Welfare, and Youth",413
-73.746544,40.720417,Jean Nuzzi Intermediate School,"Education, Child Welfare, and Youth",413
-73.753605,40.656805,Queens Childrens Ctr Dgh 2,"Education, Child Welfare, and Youth",413
-73.748408,40.716709,Aobh Hollis Court,"Education, Child Welfare, and Youth",413
-73.711428,40.74695,"New Glen Oaks Nursing Home, Inc",Health and Human Services,413
-73.738816,40.71221,Ss Joachim & Anne School,"Education, Child Welfare, and Youth",413
-73.743309,40.7149,Pony LLC,Core Infrastructure and Transportation,413
-73.772174,40.659535,City Waste Services Inc.,Core Infrastructure and Transportation,413
-73.767797,40.666169,Queens ECC,"Education, Child Welfare, and Youth",413
-73.728647,40.690797,Cambria Center For The Gifted Child,"Education, Child Welfare, and Youth",413
-73.783052,40.664907,Logan Bus Company Inc.,Core Infrastructure and Transportation,413
-73.74293,40.689142,Cambria Playground,"Parks, Gardens, and Historical Sites",413
-73.726869,40.749024,Cornell Farmhouse,"Parks, Gardens, and Historical Sites",413
-73.724019,40.752298,Camp Gan Israel,"Education, Child Welfare, and Youth",413
-73.773526,40.661295,Transportation Facility,Core Infrastructure and Transportation,413
-73.737639,40.710905,P.S. 034 John Harvard,"Education, Child Welfare, and Youth",413
-73.726412,40.743785,Glen Oaks Athletic Field,"Parks, Gardens, and Historical Sites",413
-73.741385,40.676698,"The Laugh And Learn Place, Inc.","Education, Child Welfare, and Youth",413
-73.701927,40.73689,City Owned Property,Administration of Government,413
-73.735184,40.719229,Daybreak At Queens Reformed Church,"Education, Child Welfare, and Youth",413
-73.747844,40.677026,City Owned Property,Administration of Government,413
-73.783424,40.663723,Jfk Prologis,Administration of Government,413
-73.757636,40.72086,The Bellaire School,"Education, Child Welfare, and Youth",413
-73.739927,40.698681,East Springfield Playground,"Parks, Gardens, and Historical Sites",413
-73.773139,40.665219,City Owned Property,Administration of Government,413
-73.737299,40.722854,Young People's Day Camp Of Queens,"Education, Child Welfare, and Youth",413
-73.735167,40.652672,P.S. 195 William Haberle,"Education, Child Welfare, and Youth",413
-73.752996,40.67619,Merrick Academy Queens Public Charter School,"Education, Child Welfare, and Youth",413
-73.743827,40.640078,Russo Recycling Company/Whip Realty Corp,Core Infrastructure and Transportation,413
-73.713246,40.741645,Hillside Playground,"Parks, Gardens, and Historical Sites",413
-73.736166,40.715901,Childrens Community Residence,"Education, Child Welfare, and Youth",413
-73.740362,40.697607,P.S./M.S. 147 Ronald Mcnair,"Education, Child Welfare, and Youth",413
-73.725705,40.745687,NYCCC Queens Day Treatment (QDT),Health and Human Services,413
-73.739706,40.696659,Cambria Heights Community Church,"Education, Child Welfare, and Youth",413
-73.709588,40.744851,P.S. 115 Glen Oaks,"Education, Child Welfare, and Youth",413
-73.726869,40.749024,Queens Farm Park,"Parks, Gardens, and Historical Sites",413
-73.737639,40.710905,PS 34 Mini School & Playground,"Parks, Gardens, and Historical Sites",413
-73.759252,40.664994,Community Voices Middle School (Q356),"Education, Child Welfare, and Youth",413
-73.763706,40.654846,City Owned Property,Administration of Government,413
-73.731969,40.718035,Queensboro Sda Community Ser,"Education, Child Welfare, and Youth",413
-73.731427,40.720721,P.S. / I.S. 295,"Education, Child Welfare, and Youth",413
-73.735981,40.716834,"Eng 304, Lad 162","Public Safety, Emergency Services, and Administration of Justice",413
-73.736755,40.69404,Springfield Gardens United Methodist,"Education, Child Welfare, and Youth",413
-73.725705,40.745687,Creedmoor Farm Park,"Parks, Gardens, and Historical Sites",413
-73.769416,40.657914,Saratoga Early Childhood Ed Ct,"Education, Child Welfare, and Youth",413
-73.745642,40.65954,Brookville Park,"Parks, Gardens, and Historical Sites",413
-73.709845,40.744099,P.S. 115 Glen Oaks School,"Education, Child Welfare, and Youth",413
-73.743684,40.673043,Linden Seventh Day Adventist Church,"Education, Child Welfare, and Youth",413
-73.74256,40.701901,The Junk Pros Corporation,Core Infrastructure and Transportation,413
-73.745968,40.659398,Brookville Park,Core Infrastructure and Transportation,413
-73.745206,40.678651,Jamaica Auto Body And Towing Inc.,Core Infrastructure and Transportation,413
-73.733741,40.700031,Well Station #23,Core Infrastructure and Transportation,413
-73.728844,40.741235,Creedmoor PSychiatric Center,"Parks, Gardens, and Historical Sites",413
-73.750167,40.707906,Charles R. Drew Day Care Center,"Education, Child Welfare, and Youth",413
-73.767089,40.666121,Springfield Gardens Vbs,"Education, Child Welfare, and Youth",413
-73.744868,40.715955,Litchhult Square,"Parks, Gardens, and Historical Sites",413
-73.757636,40.72086,The Bellaire School,"Education, Child Welfare, and Youth",413
-73.735351,40.718151,"Commercial Hotel, Inc.",Core Infrastructure and Transportation,413
-73.716086,40.744475,Eng 251,"Public Safety, Emergency Services, and Administration of Justice",413
-73.712324,40.744851,Roman Catholic Church Of Our Lady Of The Snows D/B/A Our Lady Of The Snows School,"Education, Child Welfare, and Youth",413
-73.773526,40.661295,Jfk Depot,Core Infrastructure and Transportation,413
-73.752275,40.680229,One Way Church of Christ,Health and Human Services,413
-73.740615,40.695551,Camp Bethel,"Education, Child Welfare, and Youth",413
-73.728975,40.737064,Peer Self-Help Program,Health and Human Services,413
-73.746674,40.678522,Ems Station 54,"Public Safety, Emergency Services, and Administration of Justice",413
-73.729728,40.684892,Fegs Beacon 176,"Education, Child Welfare, and Youth",413
-73.785309,40.664935,Queens 13 B Salt Domar,Administration of Government,413
-73.735998,40.669312,St. Clare Catholic Academy,Health and Human Services,413
-73.73268,40.720375,USDA-CEO P177q At P295,"Education, Child Welfare, and Youth",413
-73.752492,40.673003,PDM Performing Arts Corporation,Libraries and Cultural Programs,413
-73.742884,40.666231,Mentone Playground,Administration of Government,413
-73.727896,40.735632,Creedmoor Hospital,"Parks, Gardens, and Historical Sites",413
