X,Y,facname,facdomain,borocd
-73.996916,40.725048,Noble Desktop LLC,"Education, Child Welfare, and Youth",102
-73.99898,40.718766,"Chinatown Dialysis Center, LLC",Health and Human Services,102
-73.999324,40.736461,Tgl Garage LLC,Core Infrastructure and Transportation,102
-74.005702,40.740372,Gansevoort Plaza,"Parks, Gardens, and Historical Sites",102
-74.010239,40.726823,Future MN 1/2/5 Garage,Administration of Government,102
-74.005553,40.724164,The Door,Health and Human Services,102
-74.004332,40.725899,Lindsay's Theatre,Libraries and Cultural Programs,102
-73.998636,40.737801,Salvation Army New York Temple,Health and Human Services,102
-73.997197,40.728075,Comm Bd 2,Administration of Government,102
-74.00289,40.722445,"Drawing Center, Inc.",Libraries and Cultural Programs,102
-73.998636,40.737801,The Salvation Army New York Temple,Health and Human Services,102
-73.994443,40.734247,Salmagundi Club,Libraries and Cultural Programs,102
-74.006396,40.723277,Language Institute For English,"Education, Child Welfare, and Youth",102
-74.001065,40.738018,Center CARE Recovery OP 1,Health and Human Services,102
-73.990839,40.729982,Astor Place Plaza,"Parks, Gardens, and Historical Sites",102
-74.005553,40.724164,The Door,Health and Human Services,102
-73.997692,40.725057,"Art Beyond Sight, Inc.",Libraries and Cultural Programs,102
-74.005328,40.722174,Vesuvio Pool,"Education, Child Welfare, and Youth",102
-73.994177,40.725958,"Culture Project, Inc.",Libraries and Cultural Programs,102
-73.994082,40.734728,Art Omi Inc.,Libraries and Cultural Programs,102
-73.992506,40.726991,"Eng 33, Lad 9","Public Safety, Emergency Services, and Administration of Justice",102
-73.991536,40.727828,Blake Business School,"Education, Child Welfare, and Youth",102
-73.997999,40.717578,Kennee Parking Corp.,Core Infrastructure and Transportation,102
-74.004963,40.727693,Arrojo Cosmetology School,"Education, Child Welfare, and Youth",102
-73.989897,40.733979,"Danisar Productions, Inc.",Libraries and Cultural Programs,102
-73.991121,40.731211,Cooper & 9th Parking LLC,Core Infrastructure and Transportation,102
-73.999197,40.729367,Thompson St. Parking Corp.,Core Infrastructure and Transportation,102
-73.991513,40.730599,id Theatre Inc,Libraries and Cultural Programs,102
-73.999008,40.738098,Pratt Institute Manhattan Cntr,"Education, Child Welfare, and Youth",102
