X,Y,facname,facdomain,borocd
-73.891237,40.861365,Jonas Bronck Academy,"Education, Child Welfare, and Youth",206
-73.887565,40.861104,Fordham Univ (Rose Hill-Lincoln Ctr),"Education, Child Welfare, and Youth",206
-73.893349,40.851164,Murphy Triangle,"Parks, Gardens, and Historical Sites",206
-73.891111,40.860605,Fordham Plaza,"Parks, Gardens, and Historical Sites",206
-73.896604,40.846486,Traffic Enforcement Command,Administration of Government,206
-73.889476,40.84308,Gethsemane Baptist Church,Health and Human Services,206
-73.893357,40.846404,Tremont Playground,"Education, Child Welfare, and Youth",206
-73.89548,40.847397,Passion Ablaze Christian Ministries,Health and Human Services,206
-73.895193,40.847874,Bethel Prayer Ministries,Health and Human Services,206
-73.884613,40.851456,Trabajamos Community Head Start,"Education, Child Welfare, and Youth",206
-73.897452,40.846319,Bronx Early Learning Ctr,"Education, Child Welfare, and Youth",206
-73.896382,40.849458,Bathgate DCC Playlot,"Parks, Gardens, and Historical Sites",206
-73.883802,40.850279,PS 34,"Education, Child Welfare, and Youth",206
-73.886139,40.856311,Bajraktari Realty Management Corp,Core Infrastructure and Transportation,206
-73.898071,40.844077,Park,Administration of Government,206
-73.894777,40.848006,Abrigo Del Altisimo,Health and Human Services,206
-73.892801,40.841869,City Owned Property,Administration of Government,206
-73.886553,40.849353,Group Home #4,"Education, Child Welfare, and Youth",206
-73.888401,40.85794,Columbus Square/IS 45 Playgrnd,"Parks, Gardens, and Historical Sites",206
-73.883707,40.85064,City Owned Property,Administration of Government,206
-73.897656,40.847269,Naica Washington Avenue,Health and Human Services,206
-73.899216,40.84637,"BX Boro Cmd, Do 6","Public Safety, Emergency Services, and Administration of Justice",206
-73.887493,40.851358,Cardinal Mccloskey Community Charter,"Education, Child Welfare, and Youth",206
-73.890845,40.853362,"Central Parking System Of New York,Inc.",Core Infrastructure and Transportation,206
-73.893028,40.845449,"Vocational Inst Project Comm Services, Inc",Health and Human Services,206
-73.896189,40.852313,Park Ave Collision Inc,Core Infrastructure and Transportation,206
-73.88174,40.845017,Cardinal Mc Closkey Day Care Center Site 2,"Education, Child Welfare, and Youth",206
-73.888552,40.853687,The Salvation Army Belmont Center,Health and Human Services,206
-73.887271,40.844879,Mary Mitchell Youth Center,"Education, Child Welfare, and Youth",206
-73.889587,40.852013,Libre Por Cristo,"Education, Child Welfare, and Youth",206
-73.879408,40.841439,Kennedy Child Study Center,"Education, Child Welfare, and Youth",206
-73.89312,40.851939,Communilife-Life IS Precious,"Education, Child Welfare, and Youth",206
-73.888599,40.859514,Bronx High School For Law And Community Service,"Education, Child Welfare, and Youth",206
-73.890091,40.841345,BX06a,Core Infrastructure and Transportation,206
-73.891558,40.851963,Union Community Health Center Comprehensive Family Dentistry,Health and Human Services,206
